Processed_Sentence,Etiket
hadi,distoptik
kart yolla,distoptik
hadi kımılda,distoptik
acele et,distoptik
gem zaman buluş,distoptik
yarın günbatımı,distoptik
luke adam durdur,distoptik
luke i̇nsan proje yle temas geç,distoptik
söyle mi,distoptik
i̇nsan proje yle ayna lar iletişim kur,distoptik
ayna mız julia,distoptik
ayna demek,distoptik
ayna,distoptik
biri iletişim kur,distoptik
başka haber julia getir,distoptik
luke söyle,distoptik
o konuş,distoptik
o konuş söyle,distoptik
rahatla,distoptik
nefes,distoptik
nefes al ver hayat,distoptik
nefes al,distoptik
normal ol emin mi,distoptik
sık ol,distoptik
nefes ver,distoptik
miriam,distoptik
taraf ıslan,distoptik
su gel bebek gel,distoptik
kahret,distoptik
yolun gir,distoptik
nefes ver,distoptik
nefes ver,distoptik
yap gerek,distoptik
yarın güve ol,distoptik
gemi ol,distoptik
bak,distoptik
sen ilgilen,distoptik
götür,distoptik
bak pislik,distoptik
bak,distoptik
kalk ayak,distoptik
i̇n aşağı,distoptik
tanrı kee atlat güç ver,distoptik
yar,distoptik
yanında,distoptik
ne,distoptik
ne sor,distoptik
bak ne de,distoptik
aziz gabriel yar,distoptik
kap çene,distoptik
ayak kalk,distoptik
aziz gabriel gel kurtar,distoptik
çatlak dışarı,distoptik
dışarı,distoptik
kalk bak,distoptik
hadi,distoptik
pis pis çiş,distoptik
pis pis kokla,distoptik
kokla,distoptik
pislik iğren,distoptik
kee,distoptik
ol,distoptik
miriam,distoptik
hadi bak,distoptik
kımılda pislik,distoptik
acele et,distoptik
geç,distoptik
sıra takip et,distoptik
theo,distoptik
kee,distoptik
çık,distoptik
theo,distoptik
hadi bak,distoptik
kımılda,distoptik
hadi bak,distoptik
kımılda,distoptik
i̇ngiltere destekle siz barınak sağla,distoptik
terörist destek ver,distoptik
i̇ngiltere destekle siz barınak sağla,distoptik
terörist destek ver,distoptik
cennet gel,distoptik
ucuz kal ye ayarla,distoptik
kız rahat bırak,distoptik
ol,distoptik
def,distoptik
kim,distoptik
def,distoptik
boş ver,distoptik
siz yar et,distoptik
od yemek ihtiyaç var te et,distoptik
iyi sağ,distoptik
mutlaka şey ihtiyaç var,distoptik
uza,distoptik
marichka,distoptik
kee,distoptik
nefes nefes ver,distoptik
dayan,distoptik
kal,distoptik
gel,distoptik
gel,distoptik
ayaklan,distoptik
basamak,distoptik
tut,distoptik
hadi tut,distoptik
nefes al devam,distoptik
marichka,distoptik
gel kee,distoptik
gel,distoptik
harika git,distoptik
hadi,distoptik
hadi basamak,distoptik
gel kee,distoptik
gel,distoptik
yatak,distoptik
uzan bak,distoptik
çık,distoptik
hadi çık,distoptik
sağ marichka,distoptik
çık çık,distoptik
çık,distoptik
teşekkür,distoptik
kee,distoptik
alt koy,distoptik
temiz,distoptik
i̇yi mi,distoptik
git el yıka,distoptik
theo,distoptik
theo,distoptik
bura,distoptik
yan,distoptik
yol,distoptik
yap,distoptik
i̇yi görün kee git,distoptik
nefes al devam,distoptik
nefes al devam,distoptik
nefes al,distoptik
hayır miriam de nefes nefes ver,distoptik
nefes çık düş,distoptik
nefes ver ıkın,distoptik
ikın,distoptik
i̇şte,distoptik
i̇şte,distoptik
yap,distoptik
yap yap,distoptik
nefes ver ıkın,distoptik
nefes ver ıkın,distoptik
i̇şte,distoptik
yap theo,distoptik
kee ıkın baş gör,distoptik
i̇yi git kee,distoptik
i̇şte,distoptik
tekrar hadi nefes ver ıkın,distoptik
nefes ver ıkın,distoptik
i̇şte,distoptik
ikın hadi,distoptik
yap,distoptik
yap,distoptik
lanet yap,distoptik
yap,distoptik
hadi,distoptik
yap theo,distoptik
baş görün kee,distoptik
i̇şte çık,distoptik
çık kee,distoptik
ikınman gerek,distoptik
ikınmalısın,distoptik
ikın,distoptik
ikın,distoptik
aman tanrı,distoptik
oğul,distoptik
kız,distoptik
kee kız,distoptik
bebek,distoptik
göbek bağ kesme gerek mu,distoptik
bil acele,distoptik
başar,distoptik
kee,distoptik
gör,distoptik
kötü değil,distoptik
acele et,distoptik
fazla zaman,distoptik
i̇ngiltere kral,distoptik
kapı pislik,distoptik
syd,distoptik
şehir cehennem dön gün uyu,distoptik
ne,distoptik
kadın,distoptik
lanet,distoptik
saat mülteci tut parmaklık delik aç,distoptik
syd bil,distoptik
mülteci kaç,distoptik
fish içeri gir,distoptik
syd bil ordu bura alt üstüne getir,distoptik
endişelen,distoptik
syd çıkar,distoptik
git,distoptik
def,distoptik
köpek,distoptik
göster,distoptik
de,distoptik
zaman göster,distoptik
bak,distoptik
hayır,distoptik
bak,distoptik
sor iz ver bak,distoptik
aman tanrı,distoptik
aman tanrı,distoptik
bebek,distoptik
kayık ihtiyaç,distoptik
yar mi,distoptik
kalk kaldır,distoptik
git,distoptik
kayık bul yar mi,distoptik
evet evet,distoptik
hadi acele et,distoptik
git,distoptik
hemen,distoptik
de,distoptik
bilir,distoptik
kötü,distoptik
kötü,distoptik
o git iste,distoptik
kap çene,distoptik
hadi git,distoptik
syd dün anne beraber televizyon izle,distoptik
anne yaş,distoptik
öl acı ver,distoptik
haber başla,distoptik
i̇kinizi göster,distoptik
polis katil,distoptik
yakala büyük ödül var,distoptik
syd fish ara öğren,distoptik
syd düşün fish ara,distoptik
polis ara,distoptik
önem kişi ol,distoptik
kap lanet çene,distoptik
yat yer,distoptik
yat,distoptik
yat,distoptik
syd bebek,distoptik
kötü,distoptik
kötü,distoptik
kötü,distoptik
marichka,distoptik
öldür kaltak,distoptik
öldür anla,distoptik
bebek,distoptik
marichka bebek,distoptik
bebek ver,distoptik
bebek,distoptik
bebek al,distoptik
öldür pis çingen kaltak,distoptik
beyin dağıt,distoptik
git git,distoptik
lanet,distoptik
nasıl,distoptik
nasıl,distoptik
can acı,distoptik
marichka kayık ihtiyaç,distoptik
kayık,distoptik
de kayık kayık,distoptik
kayık kayık,distoptik
lanet olası kayık,distoptik
kayık,distoptik
evet,distoptik
i̇yi mi,distoptik
hadi git,distoptik
yol,distoptik
bak theo bebek sev,distoptik
bazouka isim ver,distoptik
bazouka,distoptik
beğen,distoptik
froley alış,distoptik
froley erkek isim,distoptik
san,distoptik
kız erkek isim verecek,distoptik
kayık bul,distoptik
kalın,distoptik
saat çık,distoptik
teşekkür,distoptik
i̇nsan proje gerçek mi,distoptik
um,distoptik
silah,distoptik
silah,distoptik
el yukarı kaldır,distoptik
at,distoptik
el baş üzerine koy,distoptik
kıpırda de,distoptik
kuzen öldür,distoptik
diz üzerine çök,distoptik
sakın kımılda,distoptik
19 yaş,distoptik
öldür,distoptik
öldür,distoptik
yol kolla,distoptik
kee,distoptik
tanrı şükür,distoptik
güve,distoptik
bebek,distoptik
hayat tehlike at,distoptik
bırak git,distoptik
bil,distoptik
etraf bak,distoptik
i̇syan başla,distoptik
üstelik bebek gör,distoptik
git,distoptik
hayır,distoptik
bırak,distoptik
kız ön,distoptik
köşe dön iş bitir,distoptik
git,distoptik
lanet,distoptik
üzgün,distoptik
üzgün,distoptik
hadi kız içeri sok,distoptik
faron,distoptik
bina gir,distoptik
haydi çocuk,distoptik
kız götür,distoptik
ol,distoptik
yüzbaşı,distoptik
sol taraf,distoptik
bitir iş,distoptik
ateş et,distoptik
vatandaş,distoptik
çatı kontrol et,distoptik
bebek merdiven yukarı çıkart,distoptik
ağla başla,distoptik
benze unut,distoptik
güzel,distoptik
küçükle,distoptik
julia yanıl,distoptik
barışçıl yol hallet san,distoptik
onur el al barışçıl ol,distoptik
bebek ihtiyaç theo,distoptik
bebek ihtiyaç,distoptik
ihtiyaç,distoptik
kız luke,distoptik
kız,distoptik
kız kardeş,distoptik
theo,distoptik
theo,distoptik
i̇yi mi,distoptik
kızgın,distoptik
aman tanrı bebek,distoptik
geri çekil,distoptik
geri çekil,distoptik
dur,distoptik
ateş kesin,distoptik
ateş kesin,distoptik
ateş kesin,distoptik
ateş kesin,distoptik
ateş kesin,distoptik
ateş kesin,distoptik
i̇ki kişi dışarı gel,distoptik
pencere ikinci kat sol,distoptik
sağlık ekip,distoptik
marichka,distoptik
hayır marichka,distoptik
gel,distoptik
marichka gel,distoptik
marichka kayık,distoptik
i̇şte şamandıra,distoptik
i̇yi mi,distoptik
evet,distoptik
i̇yiyim,distoptik
gün,distoptik
geç kal,distoptik
hayır bul,distoptik
bekle de,distoptik
güven,distoptik
dön,distoptik
kan ak,distoptik
tanrı yarala,distoptik
hayır hayır,distoptik
kan,distoptik
kana,distoptik
vurul,distoptik
kötü,distoptik
hayır,distoptik
iyi,distoptik
bırak kee,distoptik
de de,distoptik
bırak,distoptik
yolun gir,distoptik
büyük ihtimal gaz var,distoptik
çıkarma,distoptik
omuz yasla,distoptik
sırt vur,distoptik
yavaş,distoptik
yavaş,distoptik
bebek,distoptik
tanrı,distoptik
dylan,distoptik
ad dylan ol,distoptik
aynı zaman kız isim,distoptik
theo,distoptik
theo,distoptik
theo,distoptik
theo ge,distoptik
ge gel,distoptik
güve,distoptik
güve,distoptik
yar,distoptik
son umut,distoptik
