Processed_Sentence,Etiket
düzelt,distoptik
i̇yi joe benze,distoptik
duy i̇stedi̇ği̇ni̇z gör i̇stedi̇ği̇ni̇z,distoptik
amaç öl yap insan,distoptik
asla mucize gör,distoptik
los angeles kısıt hava saha gir,distoptik
kimlik belirt,distoptik
nakliye 14 4,distoptik
teyit et,distoptik
git,distoptik
ev,distoptik
i̇ki numara devre dış,distoptik
yedek devret,distoptik
uyar,distoptik
başar mi,distoptik
alçak,distoptik
geri götür,distoptik
yüksel,distoptik
kapı,distoptik
iyi,distoptik
dış dünya bekle,distoptik
joe,distoptik
joe,distoptik
joe,distoptik
öl iz ver,distoptik
öl,distoptik
boğ,distoptik
kız tanış özgür,distoptik
anı,distoptik
ne,distoptik
git kız tanış,distoptik
i̇yi mi,distoptik
dakika,distoptik
güzel,distoptik
gábor egyed klaus mielich i̇n anisina,distoptik
