Processed_Sentence,Etiket
kaç ilgi kendi çek,animasyon
selamla sven aile,animasyon
tanış memnun ol,animasyon
anna sev kaç konu ısrar et,animasyon
anla aşk uzman,animasyon
kaç,animasyon
git,animasyon
hayır hayır,animasyon
anna bekle,animasyon
kristoff,animasyon
kristoff ev dön,animasyon
kristoff,animasyon
kristoff dön,animasyon
uzun zaman,animasyon
kristoff dön,animasyon
kristoff,animasyon
evet,animasyon
bak,animasyon
kıyafet çık yıka kristoff,animasyon
hayır kıyafet üzer kal,animasyon
siz gör güzel büyük pabbie,animasyon
kes,animasyon
bak mantar çıkar,animasyon
ateş kristal kazan,animasyon
böbrek taşı düşür,animasyon
kristoff kucak,animasyon
kocaman ol,animasyon
aferin,animasyon
cüce,animasyon
cüce demek,animasyon
kız getir,animasyon
kız getir,animasyon
ne,animasyon
baş gelen çekil de,animasyon
bak,animasyon
parlak gözle arıza bur güçlü dişle,animasyon
evet evet,animasyon
kristoff umuza layık,animasyon
yanlış anla,animasyon
yüz bura getir,animasyon
evet değil,animasyon
sor ne can,animasyon
ada uzak dur,animasyon
yürü kaba saba,animasyon
ters ters konuş,animasyon
hayır,animasyon
armut kare biçimli ayak tuhaf,animasyon
temiz yıka bil,animasyon
kok,animasyon
duyarlı tatlı ada bul asla,animasyon
güzel,animasyon
elden geçir gerek,animasyon
kusur,animasyon
de acayip beyin doğ kanun aykırı,animasyon
re geyik sevgi,animasyon
konu değil,animasyon
elden geçir gerek em,animasyon
harabe ada et tutam aşk,animasyon
konu kapat mi,animasyon
ciddi sorun,animasyon
kesinlikle,animasyon
söyle hayat,animasyon
sürekli takın endişe tavır,animasyon
sosyal yön zayıf ol,animasyon
orman işe sev,animasyon
bil yok,animasyon
kadın sarışın,animasyon
ak gönül,animasyon
hint kumaş sakla,animasyon
elden geçir gerek,animasyon
pire,animasyon
hayır,animasyon
i̇nsanlardan uzak dur,animasyon
içten sar açlık ispat,animasyon
elden geçir gerek yap bil,animasyon
harabe onar yol,animasyon
ayarla de,animasyon
kesin kesin,animasyon
yeter,animasyon
başka biri nişan,animasyon
elden geçir gerek kız,animasyon
önem mesel,animasyon
nişanla olay esnek sözleşme de,animasyon
yüzük gör gözle,animasyon
kız elden geçir,animasyon
i̇ki kal belli,animasyon
nişan ara çıkart,animasyon
sor hallol,animasyon
değiş de,animasyon
insan değişmez bil,animasyon
aşkın güçlü garip,animasyon
kudret var de,animasyon
i̇nsanlar öfke kork,animasyon
stres yanlış kar ver,animasyon
ön sevgi koy sevgi koy,animasyon
iç cevher orta çıkart,animasyon
gerçek aşk iç cevher orta çıkar,animasyon
elden geçir gerek,animasyon
mesel ibaret,animasyon
baba,animasyon
ab,animasyon
kardeş,animasyon
birbiri ihtiyaç var,animasyon
birbiri ayak kaldır tamamla,animasyon
elden geçir gerek,animasyon
bıçak kemik dayan,animasyon
harabe onar onar,animasyon
gerçek,animasyon
aşk,animasyon
gerçek aşk,animasyon
anna kristoff kocüceliğe kabul,animasyon
anla,animasyon
evlen,animasyon
buz ol,animasyon
tuhaf büyü,animasyon
büyük pabbie,animasyon
getir bak,animasyon
anna hayat tehlike,animasyon
kalp buz,animasyon
abla koy,animasyon
buz çıkar sonsuz don,animasyon
olamaz,animasyon
çıkar,animasyon
çıkar,animasyon
üzgün kristoff,animasyon
kafa ol kolay hallet,animasyon
gerçek sevgi don kalbi erit,animasyon
gerçek sevgi,animasyon
gerçek aşk dolu öpücük ol,animasyon
anna hans yan götür,animasyon
hans,animasyon
götür sven,animasyon
olaf,animasyon
hadi gel,animasyon
gel,animasyon
git hans öp hadi,animasyon
hans,animasyon
prenses anna bul gel,animasyon
tetik ol,animasyon
kraliçe ufak zarar gel,animasyon
anlaş,animasyon
evet efendim,animasyon
kraliçe,animasyon
yukarı,animasyon
hadi git,animasyon
yap,animasyon
geri çekil,animasyon
ateş ateş,animasyon
vur,animasyon
kraliçe elsa,animasyon
kork canavar ol,animasyon
olamaz yap,animasyon
bura getir,animasyon
öldür iz ver,animasyon
arendelle tehlike arz et,animasyon
anna getir,animasyon
anna dön,animasyon
kış son ver,animasyon
yaz geri getir,animasyon
gör mu,animasyon
yap,animasyon
o bırak söyle,animasyon
el gele yap,animasyon
dayan,animasyon
hadi dost hızlı,animasyon
şato görüş,animasyon
kimse görün olaf,animasyon
prenses anna gel,animasyon
yap,animasyon
merak et,animasyon
anna,animasyon
merak öldür,animasyon
leydi,animasyon
sıcak tut derhal prens hans bul,animasyon
teşekkür et,animasyon
göz üst ayır,animasyon
prenses anna ara tekrar çık,animasyon
tekrar dışarı çık kendi tehlike at,animasyon
prenses,animasyon
arendelle el kal,animasyon
i̇şte,animasyon
prens hans,animasyon
anna,animasyon
buz ol,animasyon
hans öp,animasyon
hemen,animasyon
ne,animasyon
baş baş bırak,animasyon
elsa güç kullan saldır,animasyon
asla zarar ver,animasyon
yanıl,animasyon
anna,animasyon
kalp don gerçek aşk kurtar,animasyon
gerçek aşk dolu öpücük,animasyon
anna,animasyon
sev ol,animasyon
sev söyle,animasyon
kral 13 sıra ol,animasyon
şans yok,animasyon
mutlaka,animasyon
yer kraliyet aile biri evlen tahta geç,animasyon
bahset,animasyon
taht varis elsa uygun,animasyon
el et,animasyon
hans,animasyon
aşk öylesine çıldır,animasyon
ben pat evlen razı ol,animasyon
evlen elsa nın baş ufak kaz getir düşün,animasyon
hans,animasyon
yap dur,animasyon
son yaz,animasyon
peş giderek büyük aptal et,animasyon
yap,animasyon
geri elsa öldür yaz geri getir kal,animasyon
elsa yla boy ölçüş,animasyon
hayır asıl elsa yla boy ölçüş,animasyon
ben,animasyon
arendelle ol eşik kurtar kahraman ol,animasyon
yan kal,animasyon
kal,animasyon
yar et,animasyon
dakika soğu,animasyon
hemen yap don öl,animasyon
prens hans,animasyon
prenses anna,animasyon
öl,animasyon
kraliçe elsa öldür,animasyon
abla,animasyon
az kol öl,animasyon
evlilik yemin et,animasyon
şüphe kal,animasyon
kraliçe elsa canavar hep büyük tehlike iç,animasyon
prens hans arendelle siz bel bağla durum,animasyon
iste,animasyon
kraliçe elsa vatan hain suçla,animasyon
ölü mahkum et,animasyon
acele et,animasyon
tehlike,animasyon
dikkatli hareket et,animasyon
kap aç,animasyon
dost,animasyon
dikkat,animasyon
ne,animasyon
konuş zaman anla,animasyon
kes,animasyon
i̇ndir,animasyon
hayır sven,animasyon
dön,animasyon
gerçek aşk,animasyon
anna,animasyon
yar et,animasyon
anna olamaz,animasyon
olaf,animasyon
olaf uzaklaş,animasyon
sıcaklık buy demek,animasyon
bayıl,animasyon
dokun,animasyon
hans,animasyon
öpücük,animasyon
hakkında yanıl,animasyon
gerçek aşk değil,animasyon
koştur koştur bura gel,animasyon
olaf dur,animasyon
eri,animasyon
kurtar gerçek aşk dolu başka bulan yer git,animasyon
akıl gel,animasyon
aşkın bil,animasyon
sor bil,animasyon
aşk,animasyon
başka ihtiyaç kendininkilerin ön koy,animasyon
mesela,animasyon
kristoff sonsuz kaybet hans geri getir,animasyon
kristoff sev,animasyon
aşk anla cidden,animasyon
olaf er,animasyon
insan eri değ,animasyon
ol,animasyon
merak et hemen hallet,animasyon
soru atlat,animasyon
dur bak gör,animasyon
kristoff sven bura geri gel,animasyon
hızlı gel,animasyon
yanıl galiba,animasyon
kristoff geri bırak sev,animasyon
yar kalk olaf,animasyon
ateşin yanında dur ısın,animasyon
kristoff ulaş,animasyon
neden bil,animasyon
gerçek aşk yap,animasyon
körfez yiğit haşin re geyik kral geç,animasyon
git hadi,animasyon
dikkat,animasyon
arka taraf git,animasyon
kapan kıs,animasyon
kay anna,animasyon
başar,animasyon
yürü yürü yürü,animasyon
hadi dost hızlı,animasyon
kristoff,animasyon
kristoff,animasyon
sven,animasyon
aferin oğul,animasyon
kristoff,animasyon
anna,animasyon
elsa,animasyon
kaç,animasyon
kız kardeş bak,animasyon
kız kardeş,animasyon
dağ derman buz hal dön,animasyon
kalp don söyle,animasyon
kurtar çalış geç,animasyon
te buz gibi saç beyaz dön,animasyon
kız kardeş öl,animasyon
olamaz,animasyon
kristoff,animasyon
anna,animasyon
elsa,animasyon
hayır,animasyon
anna,animasyon
anna hayır olamaz,animasyon
olamaz,animasyon
anna,animasyon
anna,animasyon
anna,animasyon
elsa,animasyon
feda et,animasyon
sev,animasyon
gerçek sevgi don kalbi erit,animasyon
sevgi erit,animasyon
sevgi,animasyon
elsa,animasyon
sevgi,animasyon
yap bil,animasyon
şüphesiz bugün hayat güzel,animasyon
muhtemelen son gün,animasyon
olaf,animasyon
dur bak ufaklık,animasyon
özel kar yağ,animasyon
anna,animasyon
kalp don,animasyon
don kalp var sen,animasyon
hain ülke geri götür,animasyon
yap 12 ağabey de bak,animasyon
arendelle siz minnettar lord,animasyon
kabul et,animasyon
masum,animasyon
korku kurban ol,animasyon
travma geçir,animasyon
boyun ağrı,animasyon
doktor görün mi,animasyon
kraliçe görüşme talep et,animasyon
kraliçe siz mesaj,animasyon
arendelle sonsuz,animasyon
weasinsiton şekil ticaret yap,animasyon
weselton,animasyon
ad weselton,animasyon
hadi git hadi,animasyon
direk,animasyon
özür dil,animasyon
gel,animasyon
kızak borç,animasyon
ciddi mi,animasyon
evet,animasyon
son model,animasyon
kabul et,animasyon
mecbur,animasyon
i̇adesi değişim,animasyon
kraliçe emir,animasyon
arendelle resmi buz usta dağıt,animasyon
bardak koy yer,animasyon
beğen,animasyon
beğen,animasyon
bayıl,animasyon
öp,animasyon
öp,animasyon
öp iste,animasyon
öp,animasyon
öp mi,animasyon
mu,animasyon
mu,animasyon
mu,animasyon
de,animasyon
ol,animasyon
yaz,animasyon
merhaba,animasyon
hazır mı,animasyon
kapı açık ol sev,animasyon
asla kapat,animasyon
elsa güzel,animasyon
kay bil,animasyon
hadi yap,animasyon
kız,animasyon
sela çocuk,animasyon
